馬名,日付,開催,天気,レース名,馬番,人気,着順,騎手,距離,状態,タイム
ヨハネスボーイ,2019/04/17,門別,晴,JRA認定スーパーフ(新馬),5,3,1,石川倭,ダ1200,良,1:16.6
タマモパッション,2021/04/18,1新潟4,雨,4歳以上1勝クラス,8,3,2,泉谷楓真,ダ1800,不,1:54.5
タマモパッション,2020/08/29,2札幌5,曇,3歳以上1勝クラス,3,2,5,池添謙一,ダ1700,良,1:47.4
タマモパッション,2020/08/22,2札幌3,晴,3歳以上1勝クラス,7,1,2,池添謙一,ダ1700,良,1:47.2
タマモパッション,2020/08/01,1札幌3,晴,3歳未勝利,7,1,1,ルメール,ダ1700,良,1:45.6
タマモパッション,2020/07/11,4阪神3,曇,3歳未勝利,10,2,5,幸英明,ダ1800,不,1:53.1
タマモパッション,2020/06/27,3阪神7,晴,3歳未勝利,4,3,3,幸英明,ダ1800,良,1:54.2
タマモパッション,2020/03/28,2阪神1,曇,3歳未勝利,5,5,5,幸英明,ダ1800,不,1:55.0
タマモパッション,2020/02/29,1阪神1,曇,3歳未勝利,1,4,4,幸英明,ダ1800,稍,1:57.3
タマモパッション,2020/02/16,2京都6,雨,3歳未勝利,1,4,7,和田竜二,ダ1800,重,1:56.0
タマモパッション,2020/02/01,2京都1,曇,3歳未勝利,3,5,8,和田竜二,ダ1400,稍,1:29.3
タマモパッション,2019/10/06,4京都2,晴,2歳未勝利,16,2,10,三浦皇成,ダ1800,良,1:58.3
タマモパッション,2019/09/15,4阪神4,晴,2歳新馬,8,8,3,幸英明,ダ1800,良,1:56.6
セイウンノワール,2021/04/28,園田,雨,C1,5,6,10,竹村達也,ダ1400,稍,1:33.7
セイウンノワール,2021/04/15,園田,晴,C1一,10,7,4,竹村達也,ダ1400,良,1:33.6
セイウンノワール,2021/03/18,姫路,晴,C1一,1,7,8,竹村達也,ダ1400,良,1:32.9
セイウンノワール,2021/03/04,姫路,曇,C1一,5,7,4,竹村達也,ダ1400,稍,1:33.2
セイウンノワール,2021/02/18,姫路,曇,B2,5,8,9,竹村達也,ダ1800,良,2:03.3
セイウンノワール,2021/02/04,姫路,晴,C1一,11,9,7,竹村達也,ダ1400,良,1:32.9
セイウンノワール,2021/01/19,姫路,晴,C1,7,10,4,竹村達也,ダ1500,良,1:38.9
セイウンノワール,2021/01/06,園田,晴,C1二,11,7,6,竹村達也,ダ1400,良,1:34.7
セイウンノワール,2020/12/16,川崎,晴,アストレア賞,4,9,12,山林堂信,ダ2000,良,2:18.2
セイウンノワール,2020/11/10,川崎,晴,楓賞,8,5,14,山林堂信,ダ1500,良,1:41.8
リュウノサンジ,2021/02/25,姫路,晴,C1二,3,7,11,大柿一真,ダ1500,良,1:41.1
リュウノサンジ,2021/02/09,姫路,晴,C1,5,7,12,大柿一真,ダ1400,良,1:33.4
リュウノサンジ,2020/12/04,船橋,晴,C2八　九,5,6,6,福原杏,ダ1200,稍,1:16.4
リュウノサンジ,2020/11/10,川崎,晴,C2四　五六,9,8,4,福原杏,ダ1400,良,1:32.0
リュウノサンジ,2020/10/30,船橋,曇,アネモネ賞,8,7,4,福原杏,ダ1200,稍,1:16.7
リュウノサンジ,2020/09/30,船橋,晴,3歳三　四,7,9,9,酒井忍,ダ1200,稍,1:17.9
リュウノサンジ,2020/05/27,浦和,曇,3歳七,4,7,2,福原杏,ダ1400,稍,1:31.1
リュウノサンジ,2020/05/07,船橋,晴,3歳六,7,10,4,福原杏,ダ1200,稍,1:17.5
リュウノサンジ,2020/04/22,浦和,晴,3歳八,7,5,3,酒井忍,ダ1400,重,1:33.6
リュウノサンジ,2020/04/01,船橋,雨,3歳七,8,5,8,酒井忍,ダ1200,不,1:18.0
リュウノサンジ,2020/03/12,船橋,晴,3歳六,4,4,4,酒井忍,ダ1200,重,1:17.7
リュウノサンジ,2020/02/14,船橋,曇,3歳七,5,5,4,酒井忍,ダ1200,稍,1:17.9
リュウノサンジ,2020/01/09,船橋,晴,味も価格も大阪仕込み,9,4,6,真島大輔,ダ1200,重,1:18.8
リュウノサンジ,2019/12/12,船橋,晴,2歳六,6,2,6,森泰斗,ダ1200,稍,1:18.3
リュウノサンジ,2019/11/03,盛岡,曇,2歳C1,1,2,1,大坪慎,ダ1200,良,1:14.9
リュウノサンジ,2019/10/05,盛岡,曇,2歳C2,7,1,3,大坪慎,ダ1000,稍,1:03.5
リュウノサンジ,2019/09/21,盛岡,曇,2歳,3,6,2,小林凌,ダ1200,良,1:17.4
リュウノサンジ,2019/09/07,盛岡,晴,2歳,1,7,6,小林凌,ダ1200,良,1:20.5
リュウノサンジ,2019/08/08,門別,曇,JRA認定フレッシュ(新馬),2,3,9,五十嵐冬,ダ1000,良,1:05.6
タマモツワモノ,2020/01/11,1京都3,晴,3歳1勝クラス,13,3,1,武豊,ダ1200,稍,1:11.9
タマモツワモノ,2019/10/20,4京都7,晴,なでしこ賞(1勝クラス),9,3,7,武豊,ダ1400,重,1:25.1
タマモツワモノ,2019/09/22,4阪神7,曇,2歳新馬,9,2,1,武豊,ダ1400,良,1:26.5
ナックジーニアス,2019/11/23,5東京7,雨,2歳新馬,10,14,7,丸田恭介,ダ1600,不,1:40.6
タガノルーキー,2020/06/27,3阪神7,晴,3歳未勝利,6,7,11,泉谷楓真,ダ1400,良,1:26.5
タガノルーキー,2019/12/22,5阪神8,曇,2歳未勝利,15,13,8,団野大成,ダ1400,良,1:27.8
タガノルーキー,2019/12/14,5阪神5,晴,2歳新馬,11,6,6,岩崎翼,ダ1200,良,1:15.5
タガノキトピロ,2021/01/03,佐賀,晴,新春特別,8,1,1,竹吉徹,ダ1400,重,1:29.5
タガノキトピロ,2020/10/17,4京都3,雨,3歳以上1勝クラス,10,11,12,泉谷楓真,ダ1400,重,1:24.4
タガノキトピロ,2020/08/16,2札幌2,晴,3歳以上1勝クラス,4,7,10,加藤祥太,芝1500,良,1:30.0
タガノキトピロ,2020/07/19,4阪神6,晴,3歳以上1勝クラス,12,14,11,原田和真,ダ1400,良,1:25.2
タガノキトピロ,2020/03/15,1阪神6,晴,3歳1勝クラス,13,16,11,酒井学,ダ1400,重,1:26.2
タガノキトピロ,2019/10/20,4京都7,晴,なでしこ賞(1勝クラス),4,9,6,川島信二,ダ1400,重,1:24.8
タガノキトピロ,2019/09/29,4阪神9,晴,2歳未勝利,11,7,1,川島信二,ダ1400,良,1:26.1
タガノキトピロ,2019/09/01,2札幌6,晴,2歳未勝利,10,8,4,川島信二,芝1500,良,1:32.3
タガノキトピロ,2019/08/10,1札幌5,曇,2歳未勝利,5,7,10,菱田裕二,ダ1700,不,1:47.5
タガノエリカ,2020/06/13,3阪神3,雨,3歳未勝利,11,18,16,泉谷楓真,芝1600,稍,1:37.5
タガノエリカ,2020/03/28,2阪神1,曇,3歳未勝利,3,14,12,泉谷楓真,芝1600,稍,1:37.6
タガノコウキ,2019/11/23,5京都7,晴,2歳新馬,5,13,13,藤懸貴志,ダ1800,良,2:05.3
タガノマイクラフト,2020/05/24,3京都10,晴,3歳未勝利,15,8,13,城戸義政,ダ1800,良,1:56.6
タガノマイクラフト,2020/05/10,3京都6,曇,3歳未勝利,10,11,6,城戸義政,ダ1900,良,2:03.3
タガノマイクラフト,2020/03/08,1阪神4,雨,3歳未勝利,3,13,7,岩田康誠,ダ1800,重,1:54.3
タガノマイクラフト,2020/02/22,2京都7,曇,3歳未勝利,14,8,7,岩田康誠,ダ1800,稍,1:56.8
タガノマイクラフト,2020/02/12,船橋,曇,ベストレイン特別,2,2,5,岩田康誠,ダ1800,良,1:59.8
タガノマイクラフト,2019/11/16,5京都5,晴,2歳未勝利,3,11,8,城戸義政,ダ1800,良,1:55.9
タガノマイクラフト,2019/11/03,3福島2,晴,2歳新馬,1,8,4,城戸義政,ダ1700,良,1:51.1
タガノカノア,2021/04/28,園田,雨,C2一,5,7,9,佐々木世,ダ1400,稍,1:35.5
タガノカノア,2021/03/18,姫路,晴,C2二,7,7,1,大山真吾,ダ1400,良,1:33.4
タガノカノア,2021/02/03,姫路,晴,C2三,6,5,9,大山真吾,ダ1400,良,1:35.5
タガノカノア,2020/12/16,園田,晴,C2二,8,2,5,大山真吾,ダ1400,良,1:35.2
タガノカノア,2020/10/28,園田,晴,C3四,2,2,1,大山真吾,ダ1400,良,1:33.6
タガノカノア,2020/09/11,園田,曇,C3三,2,2,2,大山真吾,ダ1400,稍,1:35.2
タガノカノア,2020/08/19,園田,晴,C3二,3,4,3,大山真吾,ダ1400,良,1:34.5
タガノカノア,2020/07/08,園田,曇,C3三,5,5,5,大山真吾,ダ1400,不,1:33.0
タガノカノア,2020/06/24,園田,晴,3歳C1,7,11,8,大山真吾,ダ1400,良,1:34.4
タガノカノア,2020/05/15,園田,曇,3歳C1二,2,6,7,大山真吾,ダ1400,良,1:34.0
タガノカノア,2020/04/28,園田,晴,3歳C1二,11,1,11,大山真吾,ダ1400,良,1:36.2
タガノカノア,2020/03/20,1阪神7,晴,3歳未勝利,5,16,14,菱田裕二,ダ1400,良,1:28.9
タガノカノア,2020/01/05,1京都1,曇,3歳新馬,12,13,12,斎藤新,ダ1400,稍,1:29.4
タガノヒロライド,2019/12/22,5阪神8,曇,2歳未勝利,9,13,11,岡田祥嗣,芝2000,良,2:02.4
タガノヒロライド,2019/11/16,5京都5,晴,2歳未勝利,1,13,11,藤懸貴志,芝2000,良,2:05.1
タガノヒロライド,2019/09/21,4阪神6,曇,2歳未勝利,6,9,8,藤懸貴志,芝1800,良,1:49.9
タガノヒロライド,2019/09/07,4阪神1,晴,2歳未勝利,8,11,11,藤懸貴志,芝1400,良,1:23.7
タガノヒロライド,2019/08/03,2小倉3,晴,2歳新馬,8,12,12,藤懸貴志,芝1200,良,1:20.1
ガーネットジェム,2020/09/22,浦和,晴,特選,8,6,6,吉留孝司,ダ1500,良,1:39.4
ガーネットジェム,2020/09/16,川崎,曇,鶺鴒特別,1,9,7,吉留孝司,ダ1600,稍,1:46.3
ガーネットジェム,2020/08/03,船橋,晴,はちみつ賞,5,5,5,吉留孝司,ダ1600,良,1:45.0
ガーネットジェム,2020/07/16,川崎,晴,不如帰特別,8,12,3,吉留孝司,ダ1500,不,1:38.4
ガーネットジェム,2020/06/29,浦和,晴,特選,5,8,12,吉留孝司,ダ1400,重,1:33.8
ガーネットジェム,2020/06/08,川崎,晴,グングニル特別,13,11,4,吉留孝司,ダ1500,良,1:38.0
ガーネットジェム,2020/05/04,船橋,曇,潮干狩り特別,9,9,6,吉留孝司,ダ1500,稍,1:38.2
ガーネットジェム,2020/04/23,浦和,晴,サイネリア特別,4,9,11,吉留孝司,ダ1500,稍,1:41.3
ガーネットジェム,2020/03/12,園田,晴,3歳A,2,9,8,川原正一,ダ1400,重,1:30.5
ガーネットジェム,2019/12/18,園田,曇,JRA認定アッパート,8,6,7,川原正一,ダ1400,重,1:31.8
ガーネットジェム,2019/11/28,園田,雨,JRA認定アッパート,5,5,3,川原正一,ダ1230,良,1:21.0
ガーネットジェム,2019/10/31,園田,晴,JRA認定アッパート,2,6,5,川原正一,ダ1400,良,1:31.6
ガーネットジェム,2019/10/17,園田,曇,兵庫若駒賞(G),12,6,4,川原正一,ダ1400,良,1:31.7
ガーネットジェム,2019/09/26,園田,晴,園田プリンセスC(G),10,12,6,大山真吾,ダ1400,良,1:32.2
ガーネットジェム,2019/08/29,園田,曇,2歳未勝利,5,5,1,大山真吾,ダ1230,不,1:20.3
ガーネットジェム,2019/08/08,園田,晴,JRA認定アッパート,5,4,5,大山真吾,ダ1400,良,1:37.7
ガーネットジェム,2019/07/11,園田,雨,JRA認定アッパート,1,4,2,大山真吾,ダ1400,重,1:32.8
ガーネットジェム,2019/06/19,園田,晴,初出走,3,3,3,大山真吾,ダ820,良,0:51.0
ローダンテ,2020/11/24,盛岡,曇,C1,8,1,1,山本聡哉,ダ1200,稍,1:12.0
ローダンテ,2020/11/09,盛岡,曇,C2,10,1,1,山本聡哉,ダ1000,重,0:59.8
ローダンテ,2020/10/25,盛岡,小雨,C2,1,1,1,山本聡哉,ダ1000,不,0:59.1
ローダンテ,2020/10/05,盛岡,曇,C2,8,1,1,山本聡哉,ダ1000,良,0:59.0
ローダンテ,2020/09/21,盛岡,曇,C2七組,7,1,1,小林凌,ダ1200,良,1:14.6
ローダンテ,2020/08/29,水沢,晴,3歳C2五組,7,1,1,山本聡哉,ダ1300,良,1:23.4
ローダンテ,2020/07/12,2福島4,雨,3歳未勝利,1,9,11,木幡巧也,ダ1150,不,1:10.0
ローダンテ,2020/05/03,1福島8,晴,3歳未勝利,15,11,8,丹内祐次,ダ1150,良,1:10.9
ローダンテ,2019/08/04,2新潟4,晴,2歳新馬,10,8,18,柴田善臣,芝1400,良,1:26.5
ゾールシカ,2021/04/20,川崎,晴,C2四　五,2,3,3,伊藤裕人,ダ1400,重,1:32.2
ゾールシカ,2021/03/03,川崎,晴,C2四　五六,6,3,3,伊藤裕人,ダ1400,稍,1:31.7
ゾールシカ,2020/11/10,川崎,晴,楓賞,9,3,5,町田直希,ダ1500,良,1:37.9
ゾールシカ,2020/10/14,川崎,曇,C2四　五六,14,3,5,町田直希,ダ1500,稍,1:36.9
ゾールシカ,2020/07/19,2函館6,小雨,3歳未勝利,10,9,9,山田敬士,ダ1700,良,1:48.9
ゾールシカ,2020/07/05,2函館2,曇,3歳未勝利,3,9,7,丸山元気,ダ1700,良,1:49.5
ゾールシカ,2020/06/20,1函館3,晴,3歳未勝利,3,8,7,丸山元気,ダ1700,良,1:49.1
ゾールシカ,2020/05/17,2東京8,晴,3歳未勝利,10,4,6,内田博幸,ダ1600,稍,1:40.3
ゾールシカ,2020/05/02,2東京3,晴,3歳未勝利,15,7,2,内田博幸,ダ1600,良,1:40.0
ゾールシカ,2019/11/09,5東京3,晴,2歳未勝利,5,14,8,内田博幸,ダ1400,良,1:27.7
ゾールシカ,2019/10/20,3新潟4,晴,2歳未勝利,3,13,7,横山武史,ダ1200,重,1:13.2
ゾールシカ,2019/07/06,2函館1,曇,2歳新馬,6,6,6,菅原明良,ダ1000,良,1:01.8
ヒルノマリブ,2021/02/21,1阪神4,晴,斑鳩S(3勝クラス),12,12,12,太宰啓介,芝1400,良,1:22.3
ヒルノマリブ,2020/10/11,4新潟2,晴,北陸S(3勝クラス),10,12,17,亀田温心,芝1200,良,1:10.2
ヒルノマリブ,2020/08/16,2札幌2,曇,UHB賞(OP),11,7,11,亀田温心,芝1200,良,1:09.6
ヒルノマリブ,2020/05/06,園田,曇,兵庫チャンピオンシッ(G2),12,4,11,和田竜二,ダ1870,良,2:08.9
ヒルノマリブ,2020/04/12,2阪神6,雨,桜花賞(G1),7,15,15,北村友一,芝1600,重,1:37.8
ヒルノマリブ,2020/01/18,1京都6,曇,紅梅S(L),5,1,1,松山弘平,芝1400,良,1:24.8
ヒルノマリブ,2019/11/24,5京都8,曇,白菊賞(1勝クラス),3,2,3,勝浦正樹,芝1600,良,1:36.7
ヒルノマリブ,2019/11/02,5京都1,晴,KBSファンタジーS(G3),11,7,5,勝浦正樹,芝1400,良,1:21.3
ヒルノマリブ,2019/09/01,2札幌6,晴,すずらん賞(OP),7,2,2,勝浦正樹,芝1200,良,1:10.9
ヒルノマリブ,2019/08/03,1札幌3,晴,2歳新馬,14,3,1,勝浦正樹,芝1200,良,1:09.8
ディアタイザン,2021/04/29,園田,雨,B1,1,1,1,杉浦健太,ダ1400,不,1:30.7
ディアタイザン,2021/01/13,姫路,晴,ひめじけいば開幕特別,2,1,7,杉浦健太,ダ1500,良,1:38.9
ディアタイザン,2020/12/18,園田,晴,食べようひょうごの畜,10,1,3,杉浦健太,ダ1700,良,1:56.4
ディアタイザン,2020/11/24,園田,晴,吉川温泉よかたん特別,2,1,2,杉浦健太,ダ1870,良,2:06.5
ディアタイザン,2020/11/04,園田,晴,楠賞(G),5,7,7,杉浦健太,ダ1400,稍,1:29.0
ディアタイザン,2020/10/07,園田,曇,B1,5,1,1,杉浦健太,ダ1400,良,1:31.3
ディアタイザン,2020/06/11,園田,雨,兵庫ダービー(G),7,7,1,杉浦健太,ダ1870,重,2:04.3
ディアタイザン,2020/05/20,園田,晴,3歳AB,2,1,1,杉浦健太,ダ1700,稍,1:53.5
ディアタイザン,2020/04/16,園田,晴,菊水賞(G),9,5,5,杉浦健太,ダ1700,稍,1:52.7
ディアタイザン,2020/03/25,園田,晴,3歳AB,10,2,1,杉浦健太,ダ1230,良,1:20.0
ディアタイザン,2019/12/31,園田,晴,園田ジュニアC(G),7,3,10,杉浦健太,ダ1700,不,1:51.6
ディアタイザン,2019/12/05,園田,曇,JRA認定アッパート,9,2,1,杉浦健太,ダ1700,良,1:53.7
ディアタイザン,2019/11/14,園田,晴,JRA認定アッパート,4,7,2,杉浦健太,ダ1700,良,1:53.9
ディアタイザン,2019/10/17,園田,曇,兵庫若駒賞(G),10,2,5,杉浦健太,ダ1400,良,1:31.7
ディアタイザン,2019/10/03,園田,雨,2歳,7,2,1,杉浦健太,ダ1400,良,1:31.9
ディアタイザン,2019/09/19,園田,晴,JRA認定アッパート,6,3,3,杉浦健太,ダ1400,良,1:33.3
ディアタイザン,2019/08/21,園田,晴,2歳未勝利,2,1,1,杉浦健太,ダ1400,稍,1:33.4
ディアタイザン,2019/07/31,園田,晴,初出走,1,1,2,杉浦健太,ダ1400,良,1:33.2
スイートベイビー,2019/12/05,大井,晴,2歳　選抜牝馬,1,14,12,安藤洋一,ダ1200,重,1:18.4
スイートベイビー,2019/11/13,大井,曇,2歳　105万,4,11,9,赤岡修次,ダ1200,良,1:17.8
スイートベイビー,2019/10/14,大井,雨,2歳　85万円,9,5,6,和田譲治,ダ1200,稍,1:18.5
スイートベイビー,2019/09/30,大井,晴,2歳　60万円,6,6,4,福原杏,ダ1200,良,1:17.3
スイートベイビー,2019/05/24,大井,晴,2歳,1,5,8,和田譲治,ダ1200,稍,1:20.0
スイートベイビー,2019/04/26,大井,曇,2歳　新馬(新馬),3,5,4,和田譲治,ダ1000,稍,1:03.5
ブレイドラン,2020/04/26,1福島6,曇,3歳未勝利,14,16,15,大庭和弥,芝2000,良,2:04.3
ブレイドラン,2020/02/23,1東京8,晴,3歳新馬,5,9,13,吉田豊,ダ1400,良,1:30.0
アイディンシスター,2021/04/19,川崎,晴,アスターテ賞,10,12,10,庄司大輔,ダ2000,重,2:20.3
アイディンシスター,2021/04/07,船橋,晴,C3二　三,7,12,9,庄司大輔,ダ1500,稍,1:38.9
アイディンシスター,2021/03/18,船橋,晴,C3三　四,10,10,11,和田譲治,ダ1500,良,1:39.8
アイディンシスター,2021/02/11,船橋,晴,C3三　四,6,12,12,和田譲治,ダ1200,良,1:17.8
アイディンシスター,2020/10/27,船橋,晴,3歳二,1,8,10,和田譲治,ダ1500,稍,1:41.3
アイディンシスター,2020/10/20,浦和,晴,特選,12,3,6,岡村健司,ダ1400,重,1:32.6
アイディンシスター,2020/10/01,船橋,晴,3歳五　六,2,12,7,岡村健司,ダ1500,稍,1:38.1
アイディンシスター,2020/08/04,船橋,晴,3歳三　四,1,5,8,本橋孝太,ダ1500,良,1:38.3
アイディンシスター,2020/07/20,船橋,晴,3歳三　四,6,5,3,本田正重,ダ1500,稍,1:37.9
アイディンシスター,2020/07/03,浦和,曇,3歳七,9,8,4,本田正重,ダ1400,稍,1:32.9
アイディンシスター,2020/06/17,船橋,晴,3歳六,8,8,10,酒井忍,ダ1200,稍,1:18.4
アイディンシスター,2020/05/28,浦和,晴,3歳八,5,6,8,酒井忍,ダ1400,良,1:34.1
アイディンシスター,2019/06/21,船橋,曇,ライラックデビュー,1,5,2,岡村健司,ダ1000,良,1:04.3
ムート,2020/10/30,園田,晴,C3一,8,7,10,大山真吾,ダ1400,良,1:38.8
ムート,2020/10/09,園田,雨,C2一,9,10,10,大山真吾,ダ1400,不,1:33.8
ムート,2020/09/24,園田,曇,C2一,5,10,10,廣瀬航,ダ1400,良,1:37.4
ムート,2020/09/10,園田,雨,C2一,9,10,10,廣瀬航,ダ1400,重,1:35.9
ムート,2020/08/20,園田,晴,C1二,7,11,11,廣瀬航,ダ1400,良,1:35.7
ムート,2020/08/07,園田,晴,C1,6,11,12,大山真吾,ダ1400,良,1:35.2
ムート,2020/07/23,園田,曇,C1,11,11,10,大山真吾,ダ1400,良,1:34.5
ムート,2020/07/09,園田,曇,C1,2,7,11,小谷周平,ダ1400,不,1:35.2
ムート,2020/06/17,園田,晴,3歳AB,3,4,8,小谷周平,ダ1400,良,1:35.5
ムート,2020/05/28,園田,晴,万緑特別3歳A,3,2,6,小谷周平,ダ1400,良,1:33.1
ムート,2020/05/03,3京都4,曇,3歳1勝クラス,3,18,17,小崎綾也,芝1400,良,1:23.7
ムート,2020/03/11,園田,曇,JRA交流妙見山特別,2,5,1,岩田望来,ダ1400,不,1:28.3
ムート,2020/02/09,2京都4,晴,3歳未勝利,14,16,15,国分恭介,ダ1200,良,1:15.5
ムート,2020/01/26,1京都9,曇,3歳未勝利,2,11,8,国分恭介,ダ1200,重,1:15.4
ムート,2020/01/11,1京都3,晴,3歳未勝利,4,16,15,川又賢治,ダ1200,稍,1:15.6
ムート,2019/12/21,5阪神7,晴,2歳未勝利,6,16,13,川又賢治,ダ1200,稍,1:15.5
ムート,2019/08/18,2小倉8,曇,2歳未勝利,2,9,9,松山弘平,芝1200,良,1:12.0
ムート,2019/07/27,2小倉1,晴,2歳新馬,7,8,9,松山弘平,芝1200,良,1:11.8
ミラクルズハプン,2021/04/29,園田,雨,C3三,10,5,4,大山真吾,ダ1400,不,1:36.5
ミラクルズハプン,2021/04/13,園田,曇,C3三,2,7,7,大山真吾,ダ1400,良,1:36.4
ミラクルズハプン,2021/03/23,姫路,晴,C3三,1,8,6,田野豊三,ダ1400,良,1:35.9
ミラクルズハプン,2021/03/03,姫路,晴,C3二,4,8,7,大山真吾,ダ1400,重,1:38.4
ミラクルズハプン,2021/02/17,姫路,晴,C3一,3,8,8,松木大地,ダ1400,稍,1:35.3
ミラクルズハプン,2021/02/03,姫路,晴,C3三,4,3,2,大山真吾,ダ1400,良,1:35.9
ミラクルズハプン,2021/01/21,姫路,晴,C3二,7,6,6,松木大地,ダ1400,良,1:35.1
ミラクルズハプン,2020/12/29,園田,晴,C3,8,7,4,大山真吾,ダ1230,稍,1:24.0
ミラクルズハプン,2020/12/17,園田,晴,C3一,3,8,8,大山真吾,ダ1400,良,1:36.1
ミラクルズハプン,2020/12/04,園田,晴,C3一,1,8,6,廣瀬航,ダ1400,良,1:35.0
ミラクルズハプン,2020/11/19,園田,晴,C3一,3,10,9,大山真吾,ダ1400,良,1:34.5
ミラクルズハプン,2020/11/03,園田,晴,C3一,6,10,8,大山真吾,ダ1400,重,1:32.9
ミラクルズハプン,2020/10/02,園田,晴,C2三,2,10,9,大山真吾,ダ1400,良,1:36.3
ミラクルズハプン,2020/09/03,園田,曇,C2二,2,7,9,大山真吾,ダ1400,良,1:36.3
ミラクルズハプン,2020/08/06,園田,晴,C2二,1,4,9,廣瀬航,ダ1400,良,1:35.7
ミラクルズハプン,2020/05/23,3京都9,晴,3歳未勝利,1,16,11,小崎綾也,ダ1200,良,1:14.2
ミラクルズハプン,2020/04/19,1福島4,曇,3歳未勝利,2,11,11,鮫島克駿,ダ1700,不,1:51.3
ミラクルズハプン,2020/03/29,2阪神2,晴,3歳未勝利,2,12,14,国分恭介,ダ1200,不,1:14.4
デザートムーン,2021/02/10,船橋,曇,馬い!?今夜は鳥すき,8,1,5,森泰斗,ダ1200,良,1:16.6
デザートムーン,2021/01/11,船橋,曇,C3十一,11,1,1,森泰斗,ダ1200,良,1:15.9
デザートムーン,2020/12/04,船橋,晴,3歳五,4,3,5,森泰斗,ダ1200,稍,1:18.2
デザートムーン,2020/08/06,船橋,晴,3歳六,5,4,2,川島正太,ダ1200,良,1:16.3
デザートムーン,2020/07/22,船橋,曇,3歳八　未出走(未出走),1,2,5,川島正太,ダ1200,稍,1:17.1
サウンドワイズ,2021/04/17,1新潟3,雨,4歳以上1勝クラス,7,1,1,亀田温心,ダ1200,重,1:11.1
サウンドワイズ,2021/02/28,2小倉6,曇,4歳以上1勝クラス,12,6,3,亀田温心,ダ1000,重,0:58.1
サウンドワイズ,2020/11/07,3福島3,曇,3歳以上1勝クラス,2,2,8,西村淳也,ダ1150,良,1:10.0
サウンドワイズ,2020/07/18,2函館5,曇,3歳以上1勝クラス,3,3,5,横山武史,ダ1000,良,0:59.7
サウンドワイズ,2020/05/31,3京都12,曇,3歳1勝クラス,9,11,6,川須栄彦,ダ1400,良,1:25.9
サウンドワイズ,2020/02/29,1阪神1,曇,3歳1勝クラス,12,10,4,和田竜二,ダ1200,稍,1:13.0
サウンドワイズ,2019/11/30,5阪神1,晴,2歳未勝利,2,1,1,武豊,ダ1200,良,1:13.8
サウンドワイズ,2019/10/27,4京都9,晴,2歳未勝利,3,6,3,古川吉洋,ダ1200,重,1:12.7
サウンドワイズ,2019/10/14,4京都5,曇,2歳新馬,5,9,15,西村淳也,芝1400,稍,1:25.6
ハーモニーヴォルト,2019/08/21,川崎,晴,ブランニューヒーロー,5,3,2,森泰斗,ダ1500,良,1:37.1
ハーモニーヴォルト,2019/07/23,川崎,曇,スパーキングデビュー,2,1,1,森泰斗,ダ900,稍,0:55.7
フォルワールド,2020/02/28,大井,晴,3歳　290万,2,7,8,石崎駿,ダ1400,良,1:30.7
フォルワールド,2019/12/06,大井,曇,非核平和都市品川宣言,6,4,1,五十嵐冬,ダ1200,重,1:15.1
フォルワールド,2019/11/13,大井,曇,ハイセイコー記念競走(G),14,11,14,楢崎功祐,ダ1600,良,1:46.2
フォルワールド,2019/10/15,大井,曇,はくたか特別競走,2,7,7,楢崎功祐,ダ1400,重,1:30.8
フォルワールド,2019/10/04,大井,晴,2歳　新馬(新馬),7,5,1,楢崎功祐,ダ1600,稍,1:45.2
タキコーケンジ,2020/05/13,川崎,晴,3歳8,6,5,11,本田紀忠,ダ1400,良,1:37.4
タキコーケンジ,2020/03/03,川崎,晴,3歳9,8,6,5,山林堂信,ダ1400,重,1:35.6
タキコーケンジ,2020/01/30,川崎,晴,3歳8,6,10,6,岡村裕基,ダ1400,重,1:36.8
タキコーケンジ,2019/11/22,川崎,雨,スパーキングデビュー,3,4,5,増田充宏,ダ1400,重,1:38.6
サツキダイジン,2020/05/05,船橋,晴,あやめ賞,1,9,9,北島希望,ダ1200,良,1:16.5
サツキダイジン,2020/04/20,浦和,雨,若葉特別,6,11,7,福原杏,ダ1500,不,1:38.9
サツキダイジン,2020/03/24,浦和,晴,若草特別,12,11,11,福原杏,ダ1500,良,1:38.6
サツキダイジン,2020/02/18,浦和,晴,若盛特別,5,9,9,福原杏,ダ1500,稍,1:39.9
サツキダイジン,2020/01/16,浦和,晴,ツインホープ特別,3,11,6,酒井忍,ダ1400,重,1:31.3
サツキダイジン,2019/12/24,浦和,晴,浦和ジュニアチャンピ,3,5,5,加藤和博,ダ1500,重,1:39.1
サツキダイジン,2019/11/25,浦和,晴,新風特別,9,10,12,福原杏,ダ1500,不,1:40.2
サツキダイジン,2019/10/07,浦和,晴,新生特別,7,6,12,岡村健司,ダ1500,稍,1:40.2
サツキダイジン,2019/09/09,浦和,晴,新選特別,2,5,2,福原杏,ダ1500,不,1:38.7
サツキダイジン,2019/08/20,浦和,曇,ドリームチャレンジ,3,1,1,福原杏,ダ800,重,0:49.2
ヒカリエンペラー,2020/03/06,川崎,晴,春一番特別,6,9,6,町田直希,ダ1500,良,1:37.1
ヒカリエンペラー,2020/02/18,浦和,晴,ツインサドル特別,7,7,6,町田直希,ダ1400,稍,1:31.2
ヒカリエンペラー,2020/01/27,川崎,曇,ディーバ賞,11,5,3,町田直希,ダ1500,重,1:39.8
